"container_sha256","container_extension","representative_path","member_path","member_type","uncompressed_bytes","compressed_bytes","member_sha256","read_state"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-seasonal-v0.6.5-2024-causal-mini-jan-sep/structured_months/month_2024-08.json.gz","FILE","166492","166492","D723A3C75FE9593741AA2674B0DFC27148EDC7978047B13AFD615839BAC8380E","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-seasonal-v0.6.5-2024-causal-mini-jan-sep/structured_months/month_2024-09.json.gz","FILE","197901","197901","DC4C8B01E7A6484D67F9A67E7D59535F6B1EAC631771B816F90694A85EA21FBF","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-seasonal-v0.6.5-2024-causal-mini-jan-sep/z_post/","DIRECTORY","0","0",,"DIRECTORY_ENTRY"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-seasonal-v0.6.5-2024-causal-mini-jan-sep/z_post/z_post_2024-01.json","FILE","272","216","6C08C3EA014579C7669C9088679809101A8E204B1C43FC73D2DCAC12DAA65393","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-seasonal-v0.6.5-2024-causal-mini-jan-sep/z_post/z_post_2024-02.json","FILE","272","216","741EC6719E14AA55F03A5D290D803C1ACA78DE05DD20578447A03E1F96BC2522","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-seasonal-v0.6.5-2024-causal-mini-jan-sep/z_post/z_post_2024-03.json","FILE","272","215","2BE925AB59435D9CD0111D7C965563B6E5136E77D4205443F8442B0C8ABDDFB0","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-seasonal-v0.6.5-2024-causal-mini-jan-sep/z_post/z_post_2024-04.json","FILE","272","215","FA22DA89CFD43268685D8ACDFF74D0702F81C6F40814BFBB9C8462DFCC5CE3AA","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-seasonal-v0.6.5-2024-causal-mini-jan-sep/z_post/z_post_2024-05.json","FILE","272","216","2A96F9FCDABD0EA7BD3202C5AF58D1E652E68EA6A5F0250312E776DBE35664A1","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-seasonal-v0.6.5-2024-causal-mini-jan-sep/z_post/z_post_2024-06.json","FILE","272","217","9182E3CF60E8A8F9309275880CA86EF47A9C3BB1B9BCB1D4AC072CA61ADC2F1B","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-seasonal-v0.6.5-2024-causal-mini-jan-sep/z_post/z_post_2024-07.json","FILE","272","216","8D843DB12ADA1E80879CBF9F88F7C7E711B0495DB4F221062B7616DB13AC99C9","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-seasonal-v0.6.5-2024-causal-mini-jan-sep/z_post/z_post_2024-08.json","FILE","272","216","6DB179EFBE9E34565B3DC57A3DE4A42E3F34BFD27251AD3D5D82ED4C8E31653F","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-seasonal-v0.6.5-2024-causal-mini-jan-sep/z_post/z_post_2024-09.json","FILE","272","214","B375D1DF6513C290059A1B17D5E2FA536967BBD84CDFC3AE14EEFDC4F14B912E","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/","DIRECTORY","0","0",,"DIRECTORY_ENTRY"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/adjudications/","DIRECTORY","0","0",,"DIRECTORY_ENTRY"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/adjudications/adjudication_2024-02.json.gz","FILE","445255","445094","49F27C5F84DBB561791DEA001EE7FECC7454DD21189106AE11EC05C1BE98A01A","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/adjudications/adjudication_2024-03.json.gz","FILE","667378","667378","7756E716D9C8C95500F3E190046392F759675A1CED90EDCBCB95AD7A3D175D82","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/adjudications/adjudication_2024-04.json.gz","FILE","753097","753097","5E7FB018187CFFA6319F05BE029A6F59BE0B323000F03D0B3B1C6B684E046E49","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/adjudications/adjudication_2024-05.json.gz","FILE","806533","806533","5C87FD114410DADC3E24EEE9F50D38799FEE6A7528206A63AD3F534994916D37","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/adjudications/adjudication_2024-06.json.gz","FILE","841669","841669","2184784146259C728C2C4417C537DEF7A3C63E6BD6495B566EE5A8921F6267A5","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/adjudications/adjudication_2024-07.json.gz","FILE","885675","885675","40B4B32B2C529387CA8D2B02DEAF21C3A88F800ED5D96CB5DC39F77AE7AF47DF","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/adjudications/adjudication_2024-08.json.gz","FILE","835437","835437","D5B37B8CBEE3DAC3A15EF001B634F24E0DC8B1890F4EE310BA42F2EE7523C697","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/adjudications/adjudication_2024-09.json.gz","FILE","918405","918405","E38A8197B16A768B7C3AD1AEE65B7335D5D822544B6C4BA07386B8CD0E9DCA35","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/adjudications/adjudication_2024-10.json.gz","FILE","963010","963010","C38AFCDFDBC60525EC028E52CB868054766E32EEC2C8F21511C9BB31C91A13D5","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/adjudications/adjudication_2024-11.json.gz","FILE","959387","959387","3DCDBC68DAA184C2EE382D5E96F54BBBE7F7DCC0F7AA9BCB7974285E25240768","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/adjudications/adjudication_2024-12.json.gz","FILE","950647","950647","7F1F9D7D8DD5288C576755B8F5ED7DCE2E82761B47E55C77C22B6BB3570FF4B9","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/freezes/","DIRECTORY","0","0",,"DIRECTORY_ENTRY"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/freezes/freeze_2024-02.json.gz","FILE","639902","639902","5328514536D15CB1E2AA155F1842EB00308CA9D6364FC68491E85E50DBFF061B","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/freezes/freeze_2024-03.json.gz","FILE","979698","979698","42B597BC53CC6C3AB9C662A5B03A2B104D9540D6624E0A29477543C5D9D86663","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/freezes/freeze_2024-04.json.gz","FILE","1134602","1134602","743F8FF61877DC3D995DF74215F73D9C5BBE2B19D20508DF6877DEF21EB9EA19","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/freezes/freeze_2024-05.json.gz","FILE","1249645","1249645","1DEE77719BE731293EA7925602323CD52D7CEFA4940EF603799FF0EBD06ACC09","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/freezes/freeze_2024-06.json.gz","FILE","1354294","1354294","E01CEC914C9B312DC641D244C9D2AF2F75FA6F20A2B8D66DBDC4DA7C806E7652","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/freezes/freeze_2024-07.json.gz","FILE","1428329","1428329","F44F57D1D07CE88E0839C5AA1CA97A0CCCE689454DB7A510FEA013D4D92DAAEB","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/freezes/freeze_2024-08.json.gz","FILE","1491685","1491685","89FC2F6354E9CE2E19648949286906725FD2EE32CB6929F2008A923CE0A6303F","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/freezes/freeze_2024-09.json.gz","FILE","1547379","1547379","0319EBC78296D1F8578A18871900E7647E4DE8E890546D7400A5B4691185598D","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/freezes/freeze_2024-10.json.gz","FILE","1603765","1603765","F0F451D20131AC8256E97933598529B6371E96256B4FEEDBA77BE05D6F898AFC","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/freezes/freeze_2024-11.json.gz","FILE","1664749","1664749","8E345CAD9188BA1C4760EFC5F3EF34E93D162C82D0E66E5B1715DDA0B7E10AA5","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/freezes/freeze_2024-12.json.gz","FILE","1711510","1711510","1384BFAC7BCF0DAAE423D3DE6E44A85A41C3F26560D65DB807402051BF9AE887","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/INTERRUPTION_BEFORE_2024_11.json","FILE","299","224","5C1C53F7A44D2212295C3A663A90D814D17DBB8992E4D523FEFBEC9616675885","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/MANIFEST_SHA256.txt","FILE","6041","2720","5E7B8A31EE945E80374367789778ADC36B3C060EE04C28D7245EC0DFC8B26498","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/priors/","DIRECTORY","0","0",,"DIRECTORY_ENTRY"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/priors/prior_after_2024-02_ORDINARY.json.gz","FILE","144343","139806","51046D9EB0FF6BDD0C2A64259EBDCC3882B9E74AA6AD0E0E9832EAE646DD7240","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/priors/prior_after_2024-03_ORDINARY.json.gz","FILE","164272","157755","1984659A3E918E94E80BC412E17BC39AF41969085F2597E0590E3DB1145738CB","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/priors/prior_after_2024-04_ORDINARY.json.gz","FILE","176985","170354","0E944C3D56232375F33A53AE6E13EEDC81D87EDE16661DE67B637F970F82251D","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/priors/prior_after_2024-05_ORDINARY.json.gz","FILE","187780","179879","9C7F76208313BEFA8C9459A2AECACD5DA9CE994F0CEDA09401FFE93412B2F75B","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/priors/prior_after_2024-06_ORDINARY.json.gz","FILE","195385","188330","D052AF7DD9679C4E092AAEEE10D3284A012A2C92CFEA1DA89F8CCDED5E4F05FF","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/priors/prior_after_2024-07_ORDINARY.json.gz","FILE","203252","196381","B3516C9E572A36686F2E654231933CD48A8778E505A90B1715383E432C6CD1DE","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/priors/prior_after_2024-08_ORDINARY.json.gz","FILE","209900","202978","9225BFB51F8CF4713F4CFAE99EEE135D65631B33F7CF9163316A5A316CA217E7","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/priors/prior_after_2024-09_ORDINARY.json.gz","FILE","215566","207365","4147D2B21DF3CE629426A2EC35D687D45186B5764D2905B1EBF814727E82BE59","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/priors/prior_after_2024-10_ORDINARY.json.gz","FILE","222864","214874","2DA4050147CAE403F3DBE93C846B1DE7310914AD47C2667BAAEFA7944B24B751","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/priors/prior_after_2024-11_ORDINARY.json.gz","FILE","228619","219976","2BD097D30AFB27ECEA2AE8CE7D36D017A7794540D81E188CE7AF3D12C476A445","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/priors/prior_after_2024-12_YEAR_END_UNCALIBRATED.json.gz","FILE","233650","224213","A2EB81DF110F2C5C40E3B9CB7586017093074EF51D9CE4A20B14D25212D6613B","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/RESULT.json","FILE","15937","4898","29C590707F8F1AA562CDE0FE9459174A019BB014BDCEE3105C66F28B4F98D80B","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/SEQUENCE.json","FILE","8881","2846","392EDA5D731953A1B7643AB395AA7258DCC209324F17B1486BF4BF15CB702E04","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/structured_months/","DIRECTORY","0","0",,"DIRECTORY_ENTRY"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/structured_months/month_2024-01.json.gz","FILE","197780","197780","AB2501B0A5CD6DB1CE4A6A9373DC133E4B275C38E0D3EBDC736FBE058F5FDCC9","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/structured_months/month_2024-02.json.gz","FILE","198001","198001","C6A9015467C28CDAF6A170281137E3B4ABDD1180C9CA142151EC03C4FF4251BE","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/structured_months/month_2024-03.json.gz","FILE","193434","193434","F4F2081CDF1F23A008B163C2627A8C0054387DA90BD7D90CE5F432AB518E64DF","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/structured_months/month_2024-04.json.gz","FILE","199988","199988","B96FC04191BC0CADF8A61B87E8CD08C173E43395E506C3065A14044B2BD8C02A","DECOMPRESSED_BYTES_HASHED"
"34B8864FE7D6D1D39C076C5CEFB3702D992D43EC4A08A6812A645AB7657AF9B7",".zip","C:\Users\User\Documents\Codex\2026-08-10\bma-terra-succession-20260810\work\bma-v065-validation\bma-v065-b732c53.zip","evidence/runs/aeat-ch72-monthly-sequential-v0.6.4/structured_months/month_2024-05.json.gz","FILE","202099","202099","135AB4BC9644BE758EDC7BFE56CC8AC42018B15255197CFFE64D7486CDD6D36B","DECOMPRESSED_BYTES_HASHED"
